1;1
2;2
3;3
4;3
5;3
6;3
7;4
8;3
9;5
10;6
11;1
12;1
13;2
14;7
15;3
16;1
17;8
18;3
19;9
20;3
21;6
22;6
23;10
24;1
25;1
26;11
27;5
28;8
29;5
30;3
31;3
32;1
33;3
34;3
35;3
36;6
37;9
38;3
39;3
40;3
41;5
42;5
43;1
44;8
45;1
46;5
47;3
48;4
49;3
50;5
51;1
52;3
53;1
54;3
55;3
56;11
57;11
58;3
59;6
60;12
61;7
62;8
63;13
64;2
65;5
66;4
67;3
68;8
69;7
70;5
71;1
72;3
73;2
74;8
75;11
76;7
77;7
78;3
79;1
80;3
81;14
82;2
83;3
84;15
85;9
86;3
87;3
88;1
89;7
90;6
91;11
92;3
93;6
94;3
95;6
96;11
97;3
98;3
99;6
100;11
101;3
102;7
103;14
104;5
105;3
106;3
107;3
108;1
109;15
110;3
111;1
112;14
113;3
114;3
115;6
116;11
117;3
118;10
119;3
120;5
121;3
122;14
123;3
124;3
125;6
126;3
127;3
128;8
129;1
130;2
131;3
132;11
133;14
134;9
135;3
136;3
137;2
138;1
139;3
140;6
141;13
142;7
143;2
144;7
145;14
146;3
147;12
148;3
149;5
150;9
151;3
152;7
153;6
154;4
155;4
156;6
157;8
158;2
159;1
160;9
161;2
162;3
163;1
164;3
165;3
166;13
167;8
168;4
169;1
170;3
171;8
172;8
173;3
174;12
175;3
176;2
177;1
178;3
179;7
180;3
181;3
182;3
183;1
184;3
185;6
186;5
187;7
188;5
189;7
190;3
191;5
192;3
193;3
194;3
195;6
196;2
197;2
198;2
199;8
200;1
201;7
202;5
203;14
204;7
205;9
206;7
207;9
208;5
209;11
210;9
211;2
212;9
213;10
214;11
215;6
216;5
217;9
218;11
219;2
220;11
221;7
222;9
223;11
224;7
225;10
226;9
227;9
228;9
229;5
230;11
231;11
