1;1
2;2
3;3
4;3
5;3
6;3
7;4
8;3
9;5
10;2
11;1
12;1
13;6
14;7
15;3
16;1
17;8
18;3
19;9
20;3
21;6
22;6
23;6
24;1
25;1
26;10
27;11
28;8
29;11
30;3
31;3
32;1
33;3
34;12
35;3
36;12
37;9
38;13
39;3
40;14
41;5
42;5
43;1
44;8
45;6
46;5
47;3
48;14
49;3
50;5
51;1
52;3
53;1
54;3
55;3
56;10
57;10
58;3
59;6
60;4
61;7
62;8
63;2
64;2
65;7
66;4
67;3
68;8
69;7
70;5
71;1
72;3
73;6
74;8
75;10
76;7
77;7
78;12
79;1
80;3
81;11
82;6
83;3
84;6
85;14
86;3
87;3
88;1
89;7
90;6
91;3
92;3
93;6
94;3
95;6
96;10
97;3
98;3
99;6
100;10
101;3
102;7
103;11
104;14
105;14
106;13
107;3
108;1
109;6
110;12
111;1
112;11
113;15
114;3
115;6
116;3
117;3
118;6
119;3
120;5
121;12
122;11
123;3
124;3
125;6
126;3
127;3
128;8
129;6
130;7
131;3
132;10
133;11
134;9
135;3
136;3
137;5
138;1
139;3
140;6
141;2
142;7
143;6
144;7
145;11
146;3
147;4
148;3
149;7
150;9
151;3
152;7
153;6
154;4
155;4
156;6
157;4
158;6
159;1
160;9
161;6
162;3
163;1
164;3
165;12
166;2
167;8
168;4
169;1
170;3
171;8
172;8
173;3
174;12
175;3
176;6
177;1
178;3
179;7
180;3
181;3
182;3
183;4
184;3
185;6
186;5
187;7
188;5
189;7
190;3
191;5
192;3
193;3
194;3
195;6
196;6
197;6
198;6
199;8
200;1
201;7
202;4
203;11
204;7
205;9
206;7
207;9
208;6
209;10
210;9
211;6
212;14
213;6
214;10
215;6
216;6
217;9
218;10
219;6
220;10
221;7
222;9
223;10
224;7
225;6
226;9
227;9
228;9
229;7
230;10
231;10
